Total Electricity Consumption (A),Total Fuel Consumption (B),Energy Consumption Through Other Sources (C),Total Energy Consumption (A+B+C),Total Renewable Energy Consumption,Total Non-Renewable Energy Consumption,Energy Intensity,File Name,ATTACHMENT_x,ATTACHMENT_y
1561.39,,,,,,7.264e-06,Easy_Trip_Planners_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/EASEMYTRIP_06092024214618_ETPLAR24BRSR.pdf
64.0,0.0,0.0,,,,0.0314,eClerx_Services_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/ECLERX_28082024174650_BSENSEFY2024BRSR.pdf
221257.0,216750.0,,,,,0.61,EICHER_MOTORS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/EICHERMOT_30072024174835_EMLBRSR2024StockExchange30072024Signed.pdf
67577.79,2333302.05,,,,,2.0,EID_Parry_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/EIDPARRY2_24072024191430_SESD_BRSR.pdf
41079.0,67640.0,,,,,766.0,EIH_Associated_Hotels_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/EIHAHOTELS_12072024221332_EIHABRSR2024.pdf
423438.0,405015.0,,,,,23.0,EIH_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/EIHOTEL01_15072024214204_EIHBRSR2024.pdf
50751.2,32161.1,,55296.8,2023.0,,19.35,Elecon_Engineering_Company_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/ELECON2_01062024213106_BRSR202324.pdf
108854.61,7740.0,,,,,1.86e-06,Electronics_Mart_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/EMILTD_02082024192623_IntimationBRSR24.pdf
69.0,,,,,,1.0,Electrosteel_Castings_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/ELECTCAST_01082024174955_FillingofBRSR202324.pdf
30687.0,21064.12,,,,,0.350509694,Elgi_Equipments_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/ELGIEQUIP_05072024195528_SEIntimationBRSR.pdf
76303.0,23931.0,,23148.0,,,3.35,Emami_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/EMAMILTD_05082024192550_BRSRIntimation.pdf
1664.0,2038.0,,,,,12.48,EMAMI_PAPER_MILLS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GAICH_03082024124227_epml_brsr_23_24_signed.pdf
162842.4,566468.35,,,,,0.0023,EMS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/EMSLIMITED_06092024195319_BRSR.pdf
1586.0,390.0,,,,,9.0,EMUDHRA_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/EMUDHRA2008_07062024120127_finalfile.pdf
639617.69,667560.71,,193267.03,,,0.4546,Endurance_Technologies_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/ENDURANCE_25072024194646_Intimation.pdf
33711030.0,1238528.0,0.0,,,,0.0002799091,Engineers_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/ENGINERSIN_16082024234728_agmbrsr16082024.pdf
16976656.8,786057.41,0.0,0.0,,,0.0101,Entero_Healthcare_Solutions_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/ENTERO_03082024194122_BRSR.pdf
41881.0,2708.0,,41881.0,,,1.0,Entertainment_Network_(India)_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/ENIL_09092024174518_ENIL20240903AnnualReport.pdf
45071.0,28203.0,,,,,0.03,EPACK_Durable_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/EPACKNSE_15082024002427_Intimation.pdf
308030.31,14687098.75,,,,,19.85,Epigral_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/MFL_15062024165513_BRSRReport.pdf
159509.0,17706.0,0.0,,,,0.017,EPL_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/EPL_31072024000029_SEIntimationReg34_2_sd.pdf
8550.14,4580.72,,,,,1.0,Equinox_India_Developments_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/IBREL_05092024173738_3_EMBDL_BRSR_Intimation_05092024.pdf
2188.07,1802.95,,,,,0.2,Equitas_Small_Finance_Bank_Limited_2024.0.pdf,,https://nsearchives.nseindia.com/corporate/EQUITASBNK_13082024202258_ESFBBRSRIntimationFY2324.pdf
2018060.0,25021.0,0.0,,,,1.0,ERIS_LIFESCIENCES_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/ERIS_02092024160733_BRSRINTIMATIONSIGNED.pdf
40545.0,16532.0,,,,,1.0,ESAB_INDIA_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/ESABINDIA_12082024171019_BRSRreport31032024.pdf
,,,,,,,ESAF_Small_Finance_Bank_Limited_2022.0.pdf,,https://nsearchives.nseindia.com/corporate/esfb_20072024184933_SEIntimationBRSR.pdf
,,,,,,,ESAF_Small_Finance_Bank_Limited_2022.0.pdf,,https://nsearchives.nseindia.com/corporate/esfb_05122023185918_BRSRReportfortheFinancialYear202223.pdf
0.0,252.41,0.0,,,,,ESAF_Small_Finance_Bank_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/esfb_20072024184933_SEIntimationBRSR.pdf
0.0,252.41,0.0,,,,,ESAF_Small_Finance_Bank_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/esfb_05122023185918_BRSRReportfortheFinancialYear202223.pdf
5.44,168.69,0.0,,,,3.53,Escorts_Kubota_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/ESCORTS_25062024224323_EKL_2024_06_25_BRSR_Signed.pdf
268920.0,28291.0,0.0,,,,15.1,Ester_Industries_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/ESTER_03092024171411_SignedSTXIntimationBRSR.pdf
,,,,,,,ETHOS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/ETHOS_06092024170025_38_compressed.pdf
53144528248.0,5737127454.0,,,,,65034757.8,EVEREADY_INDUSTRIES_INDIA_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/EVEREADY_25072024174051_AnnualReport2324.pdf
155342.7,31353.0,0.0,,,,5.08,Everest_Industries_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/EVERESTINDUSTRIES_20072024151415_IntimationBRSR.pdf
92551.0,221066.0,,3.0,,,421.43,Everest_Kanto_Cylinder_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/EKC_07082024130103_EKCLLetterforBRSR2024.pdf
103715.0,667963.0,0.0,,,,7.002,Excel_Industries_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/EXCELINDUS_27082024163755_BusinessResposibilityandSustainabilityReport20232024.pdf
12167.2,1954.08,0.0,,,,0.13,Exicom_Tele-Systems_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/EXICOM_04092024202938_intimationofBRSRreport.pdf
1719244.0,682688.0,,,,,,Exide_Industries_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/EXIDEIND_04072024145351_SDSEBRSRFINALEXIDE.pdf
8269124.22,605320.91,,,,,1.0,EXPLEO_SOLUTIONS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/SQS_06082024105032_BusinessResponsibilityandSustainabilityReporting.pdf
41.38,518.21,,,,,1.0,FAIRCHEM_ORGANICS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/FAIRCHEMOR_09072024133237_FOL_BRSR_202324.pdf
54179286.4,137294968.5,0.0,,,,18718.73,Faze_Three_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/FAZETHREE_06092024171109_Submission.pdf
10523281.0,21733.1,,,,,0.00026525,FDC_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/FDC_03092024183424_Finalforuploading.pdf
31341483075.0,52927955000.0,0.0,,,,118.79,Fedbank_Financial_Services_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/FEDFINA_27082024182233_coveringletter_BRSR_Signed.pdf
247658.19,4189.99,,,,,2022.0,Federal-Mogul_Goetze_(India)_Limited._2023.0.pdf,,
784506.6,1714453.9,,,,,1.0,FERTILIZERS_AND_CHEMICALS_TRAVANCORE_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/FACT_19092024145512_BusinessResponsibilityandSustainabilityReport.pdf
0.0,0.0,0.0,,,,0.0,FIEM_INDUSTRIES_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/FIEMIND_09072024202836_FIEMINDBRSRFY2024NSE.pdf
6987116.0,,,,,,1.0,FILATEX_FASHIONS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/FILATEXFASHIONS_05092024175028_BRSRintimation.pdf
1145674.66,2239759.96,147580.26,3533014.89,,,8.243e-05,Filatex_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/FILATEX_03092024165525_FILtoSEBRSReport20232403092024.pdf
4925973.0,284204.0,0.0,5210177.0,,,1.1e-07,Fineotex_Chemical_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/FCL_18082024130605_BRSR202324.pdf
108358.88,308725.99,,,,,5.513,FINE_ORGANIC_INDUSTRIES_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/FINEORG_25072024183125_FOILBRSR.pdf
,16.0,16.0,,,,16.0,Finolex_Cables_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CSgayatri_06092024144932_BRSR.pdf
255097.65,4064980.73,,,,,8.0024,Finolex_Industries_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/polchaitanya_27082024235911_SEIntimationBRSRs.pdf
,,,,,,1.0,Fino_Payments_Bank_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/FINOPB_03092024205506_BRSRFinal.pdf
55063.0,403.0,,,,,3.333,Firstsource_Solutions_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/FSL_29062024202413_BRSR.pdf
11515.19,15.99,0.0,,,,0.53,Five-Star_Business_Finance_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/FIVESTAR_22082024201353_BRSRIntimationFinalSigned.pdf
35684.66,751.34,,,,,47.32,Flair_Writing_Industries_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/flair2016_01082024171124_Flair_BRSR_Corrigendum.pdf
,,,,,,,Force_Motors_Ltd_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/FORCEMOTORS_13082024204632_fbrsrfml31032024.pdf
258073.38,282218.95,,,,,3.0,Fortis_Healthcare_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/FORTIS_11072024184536_BRSR.pdf
15695.3,37808.4,,55651.8,,,1.515,FOSECO_INDIA_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/FOSECOIND_18052024222750_Reg34_2__BRSR_2023.pdf
17144.0,3206.0,,,,,8.0,FSN_E_Commerce_Ventures_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/NYKAA_26082024211934_3BRSRLetter.pdf
1311.33,,,1311.33,,,0.54,Fusion_Micro_Finance_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/FUSIONHO_04092024222142_BRSRUpload.pdf
76994.35,106797.2,,,,,0.00014,GABRIEL_INDIA_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GABRIEL_23072024204228_SEIntimationBRSR2324signed.pdf
1857562.0,47449561.0,0.0,92182.0,,,10.33,GAIL_(India)_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/Himanshugail_01082024205141_BRSRPDF.pdf
,205170.0,0.0,,,,208.94,Galaxy_Surfactants_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GALAXYSURF_11072024184342_BRSRds.pdf
1645855.07,5680395.83,,,,,10.7,Gallantt_Ispat_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GALLANTT_06092024204940_Gallantt_BRSR_2024.pdf
5755.96,11417.69,0.0,,,,2.0,GANDHAR_OIL_REFINERY_(INDIA)_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GANDHAROIL_13082024211323_IntimationforBRSRreportsigned.pdf
196710.93,2965.47,,,,,2.84,Ganesha_Ecosphere_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GANECOS_17082024235906_brsr.pdf
,,,,,,,GANESH_BENZOPLAST_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GANESHBE_02092024174444_BRSRREPORT2024.pdf
11240640.0,139132900.0,0.0,,,,0.0,Ganesh_Housing_Corporation_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GANESHHOUC_09082024144137_SEDISCLOSUREBRSR.pdf
31703.0,,6537.0,,,,0.0,Garden_Reach_Shipbuilders_&_Engineers_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GRSE_28082024185338_Business_Responsibility_and_Sustainability_Report_FY_2023_24_of_GRSE.pdf
267807.3,378096850.6,,150848028.1,,,0.75,Garware_Hi-Tech_Films_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GRWRHITECH_31082024120258_BRSR.pdf
61263.0,161572.0,0.0,,,,8.7,Garware_Technical_Fibres_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GARFIBRES_27082024131202_BRSR2324FinalSEUpload27082024.pdf
14906.62,294006.85,,,,,1.0,Gateway_Distriparks_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GATEWAY_28082024154223_GDL_BRSR_Intimation_F.pdf
,,,,,,,General_Insurance_Corporation_of_India_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GICRE_04092024231505_IntimationtoSEBRSR202324.pdf
10.8,6176541.0,,,,,1.0,GENESYS_INTERNATIONAL_CORPORATION_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GENESYS_06092024161848_GenesysBRSRintimation.pdf
,,,,,,1.0,GENSOL_ENGINEERING_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GENSOL_09092024114529_GELBRSRReport202324.pdf
33850.0,1739.0,0.0,,,,0.01,Genus_Power_Infrastructures_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GENUSPOWER_06092024111054_BRSR_2024.pdf
13184.35,251.0,,13435.35,,,3.19,Geojit_Financial_Services_Limited_2022.0.pdf,,https://nsearchives.nseindia.com/corporate/MEGHAGEOJIT_20062024180825_BRSR_2024.pdf
13184.35,251.0,,13435.35,,,3.19,Geojit_Financial_Services_Limited_2022.0.pdf,,https://nsearchives.nseindia.com/corporate/MEGHAGEOJIT_07112023172829_BRSR_31032023.pdf
13827.6,331.0,,13828.0,,,1.0,Geojit_Financial_Services_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/MEGHAGEOJIT_20062024180825_BRSR_2024.pdf
13827.6,331.0,,13828.0,,,1.0,Geojit_Financial_Services_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/MEGHAGEOJIT_07112023172829_BRSR_31032023.pdf
11873.79,2837.88,,,,,6.2163,GE_Power_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GEPILDEE_09072024180856_BRSRrevised.pdf
,,,,,,1.0,GFL_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GFLLIMITED_27082024211006_GFL_Limited_BRSR_2024.pdf
23976.0,11424080.0,,,,,14.11,GHCL_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GHCL_13062024142952_GHCL_Intimation_BRSR_Report_March2024.pdf
76014.0,5438.0,,81452.0,,,0.33,Gillette_India_Limited_2022.0.pdf,,https://nsearchives.nseindia.com/corporate/GILLETTE_04112023153824_GILBRSR2023.pdf
281518502.47,243656077.7,5215740.44,9955457.24,,,311041.71,GLAND_PHARMA_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GLAND_07082024192426_GPL_BRSRFY24_Final.pdf
50067.0,9114.0,0.0,53383.0,,,13.0,GlaxoSmithKline_Pharmaceuticals_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GLAXO1924_04062024232646_BusinessResponsibilityandSustainabilityReport202324signed.pdf
273225.06,6949588.52,,116478.39,,,10116.88,Glenmark_Life_Sciences_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GLS_02092024184135_BSE_NSE_BRSR_2024_Signed.pdf
350055.0,136968.0,,,,,34.0,Glenmark_Pharmaceuticals_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GLENMARK_03092024195013_GPL_BRSR_2324_signed.pdf
198166.0,83342.0,,1334.0,,,26.2,GLOBAL_HEALTH_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/MEDANTA21_23082024154335_GHLBRSRINTIMATION22AUG2024SIGNED.pdf
,268248636.0,,,,,0.035,Globus_Spirits_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GLOBUSSPR_03082024222633_GlobusBRSR.pdf
93.44,12.57,,,,,0.0033,Gloster_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GLOSTER_19072024184744_BRSR_2023_24_for_upload.pdf
68806.83,162198.86,,,,,8.61,GMM_Pfaudler_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GMMPFAUDLR_15072024154334_BRSRFY2024.pdf
91103.0,18395.0,0.0,,,,109.8,GMR_Airports_Infrastructure_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GMRINFRA_25082024002554_BRSRGIL2024.pdf
765974.0,15120.0,0.0,1523742.0,,,0.0,GM_BREWERIES_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/sab65d_15052024121127_BRSR.pdf
10445036.0,54042.45,28770.0,,,,3.7,GOCL_Corporation_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GULFCORP_31082024191543_GOCLBRSRFY202324.pdf
1358333.63,4008754.34,51132.3,614611.12,,,10.11,GODAWARI_POWER_AND_ISPAT_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GPIL_29082024185518_GPILNSEBSESUBMISSIONOFBRSR29082024.pdf
59149359.0,2509528.0,0.0,,,,5.7,GODFREY_PHILLIPS_INDIA_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/PANKAJCHAWLA_13082024164312_SubmissionofBRSRFY202324.pdf
195058663.0,21399432.0,,,,,1155.0,GODREJ_AGROVET_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GODREJAGRO_09072024195558_BSENSEBRSR31032024.pdf
122393299.0,513004527.0,,239056073.0,,,2367.0,Godrej_Consumer_Products_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GODREJCP_16072024223237_GCPL_BRSR_Signed.pdf
214900.0,574241.0,,,,,9.0,Godrej_Industries_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/Anupama_19072024175929_BSENSEBRSRFY2024.pdf
18452.1,7224.5,0.0,,,,120.0,Godrej_Properties_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GODREJPROP_03072024173705_SEIntimationBRSR.pdf
64.0,15.0,0.0,,,,6.23e-06,Gokaldas_Exports_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GOKEX_28082024185400_BRSR.pdf
117946083.6,1581918947.19,,151063888.21,,,343.91,Gokul_Agro_Resources_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GOKULAGRO_09082024234300_BRSR.pdf
21720104.64,,,,,,125455.46,Goldiam_International_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GOLDIAM_03092024145002_IntimationofBRSR202324.pdf
137449.92,538912.06,,,,,0.00049,Goodluck_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GOODLUCK_05092024155349_BRSR.pdf
33813.42,447.51,,,,,0.43,GOPAL_SNACKS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GOPALSNACKS_03092024123718_GSLBRSR2024.pdf
29377.55,0.4,4.0,29377.95,,,221.37,Go_Fashion_(India)_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GOCOLORS_15072024182721_BRSRfinalupload.pdf
9.0,573.31,,,,,0.0144,GRANULES_INDIA_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GRANULES_15072024181136_NSEBSEBRSRFINAL.pdf
1287271508.0,1463733004.0,,,,,22336.0,GRAPHITE_INDIA_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GILKOLKATA_04072024172714_SEGILBRSRREV202324.pdf
5.98,57.72,,,,,22.53,Grasim_Industries_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GRASIM_19072024190311_SEIntimationBRSR.pdf
54719.85,639027.0,0.0,,,,6.4,Gravita_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GRAVITA_24082024113255_BRSRCoveringFinal.pdf
41143.21,16579.47,17356.24,,,,25.28,Greaves_Cotton_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GREAVESCOT_11072024201123_BRSRIntimation.pdf
138.9,623.3,,,,,38.0,GREENLAM_INDUSTRIES_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GREENLAMRB_10072024184116_BRSR2024SESigned.pdf
502601.5,487.05,0.0,,,,,Greenpanel_Industries_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GREENPANEL_31052024202434_BRSR.pdf
,,,,,,,GREENPLY_INDUSTRIES_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GREEN_06092024144415_BRSR_2023_24_Green.pdf
66214.0,68726.0,1482.0,,,,0.006,Grindwell_Norton_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GRINDWELL_26062024175911_NSEBRSRnsesigned.pdf
24150.0,10332.83,0.0,,,,1.0,GRM_OVERSEAS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GRMOVER_04092024211005_IntimationBRSRsigned.pdf
165751290.0,41052186.0,0.0,,,,1.0,GRP_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GRPLTD_18072024193721_GRP_Revised_BRSR_18072024_final.pdf
1221763.0,423176.0,,1644940.0,,,0.00011989,GTL_Infrastructure_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GTLINFRA1_21082024185813_GTLINFRA_20240821_LODR_34_BRSR_2024.pdf
24493.2,1378.73,,,,,25.78,GTPL_HATHWAY_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GTPLHL_05092024195125_GTPL_BRSR_for_FY_2023_24.pdf
32755.96,20831.27,,,,,,Gufic_Biosciences_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GUFIC_31082024191540_FinalIntimationBRSR.pdf
3705640.61,5115534.05,0.0,,35.0,,4.95,Gujarat_Alkalies_and_Chemicals_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/KAMLESH_MUNDRA_30082024205052_BRSR_20232024.pdf
120.37,9817373.47,0.0,,,,1225168.0,Gujarat_Ambuja_Exports_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GAEL_08082024195229_GAELBRSR.pdf
2918103.0,6370680.0,0.0,,,,13.55,Gujarat_Fluorochemicals_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/FLUOROCHEM_02092024190412_GFCLBRSR202324.pdf
524565.8,63575.57,,588141.37,,,172.12,GUJARAT_GAS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GUJGASLTD_03092024220811_1344BRSRsubmission.pdf
1447.19,34406.04,,,,,10.07,GUJARAT_INDUSTRIES_POWER_COMPANY_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/Gipcl7868_02092024100948_SE_GIPCL_BRSR_202324_signed.pdf
968619.0,6534644.0,,1152.0,,,1.0,Gujarat_Mineral_Development_Corporation_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GMDCLTD_04092024164716_BRSR202324.pdf
587781.16,43095867.36,,,,,15.26,Gujarat_Narmada_Valley_Fertilizers_and_Chemicals_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/rajeshpillai8741_29082024193201_F_BRSR_23_24_Signed.pdf
47213902.8,115577988.0,17529181.2,,,,11.6083,Gujarat_Pipavav_Port_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GPPL_27082024174037_BRSR.pdf
938181.99,6273165.05,,,,,1000.11,GUJARAT_STATE_FERTILIZERS_&_CHEMICALS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GSFC_31082024191524_SubmissionOfBRSR.pdf
31827.04,153967.34,,,,,16.65,Gujarat_State_Petronet_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GSPL_28082024205800_BusinessResponsibiltyandSustainabilityReport.pdf
16560.67,6096.63,0.0,,,,91372.46,Gulf_Oil_Lubricants_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GULFOILLUB_21082024181355_BRSR.pdf
5832187.0,882987176.0,,,,,1.0,GULSHAN_POLYOLS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GULPOLY_28082024182619_Intimation28082024.pdf
149148.63,2503134.102,,,,,0.0007578,G_R_Infraprojects_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/GRINFRA_16082024191428_BRSR.pdf
68821.89,1115079.5,0.0,,,,931.89,H.G._Infra_Engineering_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HGINFRA_30072024224121_AnnualReportandAGMNotice21082024.pdf
14288.43,1764.47,,,,,2.71,Happiest_Minds_Technologies_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/suhask_07062024202322_HappiestMindsBRSR07062024.pdf
411707.0,134764.0,0.0,,,,1.0,HAPPY_FORGINGS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/9876964720_05072024142100_BRSRfy2024.pdf
288.97,0.0,,,,,0.00257,HARIOM_PIPE_INDUSTRIES_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/hariompipes_10092024154957_HPIL_Submission_of_Revised_BRSR_2023_24Signed.pdf
102073.03,110780.55,0.0,218680.0,,,202.3,Harsha_Engineers_International_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/Harsha_21082024153117_HarshaBRSRUpload.pdf
9821.51,204.73,,,,,36.84,Hathway_Cable_&_Datacom_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HATHWAY_09072024232716_HCDLSubmissionofBRSR.pdf
240818.0,1368181.0,,,,,0.0015,HATSUN_AGRO_PRODUCT_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HATSUN_29072024155914_BRSR31Mar2024sd.pdf
11.26,175789.37,,,,,302.0,Havells_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HAVELLS1_31052024132836_CoverLetter_Notice_IR_BRSR_BRSRCore_29052024.pdf
208.03,77.42,0.0,,,,0.02,HBL_Power_Systems_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HBLPOWER_06092024113004_BusinessResponsibilityandSustainabilityReport2024.pdf
,,,,,,49.0,HCL_Technologies_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HCLTECH_23072024150013_BRSR.pdf
14209.0,3651.0,,,,,,HDFC_Asset_Management_Company_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/DEEPTI_03072024212343_NSEBSE_24_BRSR.pdf
